Group,GPT_Version,Suggestion
2,2,business model business model verständlich macht sinn beschreibung drei grundlegende genussargumente
2,2,eigenheiten personas genauer beschreiben beispielsweise statt langen fingern könntest langen fingern worte
2,2,business model business model verständlich beschrieben gut ausgearbeitet hast wichtigsten aspekte genannt güte ausführungen groß geschrieben
2,2,lösung ablauf finden verlauf prozesses ganz vollständig past ort value ansatz kurzen sitzungen entsprach benötigte
2,2,lösung strecken gestrichen verbindungen aufgenommen matches durchgeführt zudem plattform nötigen elemente enthalten web basieren paar seiten
2,2,lösung einschränken sinne marketings personas bestimmten zielen erweitern beispielsweise ziel unterschiedlichen punkten wünscht
2,2,prospekte koordinationsaufwand planers erhöht dadurch alleinstellungsmerkmal vermarktet darüber hinaus alleinstellungsmerkmal
2,2,value gaps sehe allenfalls schwäche wer möchte schmerzhaften eingriff wirklich arbeiten ärzte
2,2,qualität erhält sofort mehrwert grund meinung reventuellenue model besser spezifiziert plfanzen beider
2,2,mittlerweile komplex richtige darstellung visibments internal interaction angesprochen lösung spricht extrem bedürfnisse
2,2,neben fotoerfassung wenigen prozesse datenkapazität aufweisen somit entsteht grossen mehrwert kunden schwächen lösung
2,2,enorm detailintegriert schnell klar potenziale schwächen wurde genau ersichtlicht gebracht geld erbringt
2,2,informationen verarbeiten erstellung profils zeigt veränderungen persönlichen verhältnissen status sowie allgemeine verändernde merkmale userjourney wobei feld angaben
2,2,informationen erfassen sowie verknüpfung datenbanken datenbanken ende prozesses weiterer punkt sorgt datenbank bestätigung reservierung eingabe daten
2,2,informationen verarbeiten bereitstellung beratercustomer facts steht sicht gegensatz ansonsten detaillierten bpmn garten sehe bpmn garten skeptisch
2,2,messen viele punkte eintreffen präferenzen teilnehmer abgeleitet interaktion plattform feldschlössern austausch
2,2,nachrichtenereignisperfektionismus einbauen wertströme beiden fällen korrekt eingefügt punkt angebot erst ende skala
2,2,punkte pro liste ausreichend präferenzen eventuellteilnehmer vorherigen prozess ebenfalls workload app triggern app trg garantiert
2,2,möglich passenden modul weiteren abschnitt aufgabenstellung hinzuzufügen kunde erfährt modul prozess ausstellens energieeffizienznummer bezieht modul
2,2,möglich erstellten oberflächenpräsenz präsenz kombination auszuwählen erlaubt einzelne bereicheaspekten firma aufzuzeigen könntest entsprechenden punkte
2,2,kunde erfahrungen zusammenstellung persönlichen daten eduquellsprache speichern lassen automatisch fortschritte trainings informiert hilfe erfährt app anbietern
2,2,kunde erhält somit anfragen profisportlern dafür bekommt kunde werbung microtätigkeit dadurch erhält kunde schnellen rat einzelnen partnern
2,2,kunde profitiert zusätzlich möglichst viele profile anlegen informationen basiert demnach kunde höheren nutzen beispielsweise beim login
2,2,hinsichtlich prozessschritt gleichzeitiger erstellung buchungen mehr angeboten ergänzt bpmn ausführlich gut dargestellt zudem macht task
2,2,einzubeziehen außerdem definieren wer direkt beim service blueprint zuerst idee erhält aufzusetzen glaube
2,2,einzubeziehen verständnis müsste modul wandern ebenfalls modul aufgenommen weitergehendes modul wandern
2,2,st modul aktivitäten value gaps ergänzen dokumentation sinnvoll patient arzt
2,2,st modul wochen kombinieren denen duschen musst eventuellentuell könntest zwei dinge
2,2,lieber kommilitone geschäftsmodell meinung hast konzept wirklich gut verstanden finde idee
2,2,beiden aufgaben wurden gut bearbeitet mögliche fehler a ungenaue abrechnung b unvorteilhafte kundennachfrage a
2,2,echt coole idee aufgabe verständlich geschrieben akteure klar erkennen schön value gaps traditional
2,2,geld gratiskaufgeschenk ermöglichen grösseren raum app schaffen müsste grundidee karte
2,2,geld gratiskauf plattform zuschreiben überarbeitung solltest vermehrt sichtbaren nutzen angebotenen plattform eingehen
2,2,geld gratisflight hause ermöglichen werbung aufführen überarbeitung solltest darauf achten
2,2,ocken zuduellminuten abläuft dürfte einfach methode zeigst ganze deutlich finde super allerdings schwer verständlich
2,2,ögen ähnlich theorie app dafür müssen anderenrängen arbeit untersuchen ressorutenten
2,2,ögen beim termin ernährungsberater ergänzen gesagt bekommen stellen einbauen warum ernährungberater bestimmte ernährung
2,2,insbesondere geografische einschränkung fehlt stadt valide fehlt komplett sagst tag welcome to the working host eigenschaften gut erläutert macht
2,2,zusätzlich zwingen hohen kosten auslastung stagnieren entstand foodbasar business modell vielleicht fehlenden trendbasis äußerst detailliert beantwortetes
2,2,branches hauptsächlich verschieden aussagen arbeit sichel ausformulieren zumindest jeweilige aussagen einarbeiten hast ortungen firma einhaus
2,2,reinbraucht eventuellentuell identitätsgefühl erhöhen unklar wieso user weiss ticket wann gebucht user weiss
2,2,eben kurz erwähnt wintersportlegende vater skifahrer vergessen scheint gut ausgearbeitet fluss
2,2,danach app bezahlen müssten mobility mobility mobility mobility mobility mobility mobility mobility zugeschnitten gleich viele
2,2,kollegen aufgabe zwei sicht komplett beantwortet hauptsächlich form jüngere generation gegenschancen einzige antwort
2,2,kollegen uni firma firma etc immer paar gain gewünscht hast besser oneclick
2,2,hund sinne app ski rucksäckchen wallets spass macht app wetter bringt dinge problem lösen leute
2,2,öße rechnung einzelnen punkte zustande gekommen ebenfalls positiv detailliert gearbeitet
2,2,jedoch funktion ganz klar existiert beispiel symbol keinezepte erhalten speichern
2,2,jedoch funktion rfid chips eingezeichnet daher wäre aktuell nötig rfid
2,2,oben bereits erwähnt bedienerfreundliches app wäre option ethree value ansatz
2,2,standard öffentlichen transports müsste use case darstellen ausserdem wichtig argumentierst
2,2,ffiziente suchschnitte günstigsten preisen etc products and services pains gains hast sicherlich geteilt rate rekorde schauen
2,2,ffiziente antriebe bergbahnen vielleicht sogar betriebsmittel nutzen nachvollziehbar beschreibung bruchlos ablaufbar
2,2,ffiziente planung routenanbieter abholen tal kursiv wettkampfrichter könnten überall verwendet
2,2,mehr anblick städte geschichte business scope beschrieben beispiel wäre themenbereich food
2,2,mehr kriterium interessieren ausserdem profil erstellen freunden vergleichen ebenfalls routen
2,2,möglich passende beschreiben beispielsweise modul aufgefasst punkt fehlt feedback aufgabe allgemeine
2,2,möglich angeordnet gleichzeitig verschiedenen ebenen verbunden verwendung verschiedenen unterpunkten erreicht beispiel zentrale serverauthentifizierung gut
2,2,möglich plattform kunden luxushotel finden zweiten pool gegensatz ersten mal wegnehmen musst
2,2,kunden mehrwert bieten verschiedene leistungen kombiniert unkompliziert schnell termin passende reise buchen regeln wettbewerbs
2,2,kunden mehrwert bieten kosten hast basisaktion technische abwicklung app vermerken genannt aktivitäten
2,2,internet fernsehen verfügung schnelle verfügbarkeit restaurants gewährleistet rechne idee eher neobankier max privat
2,2,internet verbunden schnell einfach passende lokale locations anbieten user wichtig grund immer locations
2,2,technisch technologisch supergeräten jeweilige spezifischen ansprüche optimal erreichen angebote gäste plattform verfolgen miteinander verbindung setzen
2,2,falls zeit infos hotel irgendwie plan vorbeiziehen karte zentrum macht erste gce anspruch
2,2,falls zeit schauen darum paketvorschläge inapp buchen dabei infos skigebiete einsehen
2,2,falls zeit verschiedene skigebiete angeben kombination etc kriterienliste wäre infos
2,2,ebenfalls einigeledgesharinguenen alter ort etc bezeichnen kannst allenfalls abbilden user journey cycle
2,2,ausserdem meinung aufgrund kriterien verfügbarkeit nähe task system klar effizienzsteigerung
2,2,kunde abwesenheit nutzen jemand dinge erledigen anbieter verhindern einfacher anbieter fitnessstudios
2,2,conveniencebereich lösung sicherlich rolle spielen cool wissen leute umweltfreundlich fahren medizin guter
2,2,nette leute ja beispielsweise mitbringen suchen operative manuelle task wurde ausführlich detailliert ausgearbeitet schöner gut
2,2,angebote verschiedenen reiseportalen hinzuführt gibt bereits heute wäre einbindung datenbank marathone schwäche heisst
2,2,weitere services hinzuzählt alternative geschäftsidee wäre plattform erstellen weitere unglaubliche viele verschiedene
2,2,schneemobilfahren schon kompliziert alter alter problem alter leute reingelassen hast
2,2,skifahrern abstimmen weiterhin finde symbole stelle richtig zugeordnet heisst hast pfeile alleine weiterhin weiteren fragen
2,2,ctions einzelpersonen städte ferienregionen offenlegung geldes feedback qualtativ erwähnen unternehmen versteht
2,2,ßen computer spiele schaut hellringing bedeutet app eventuellentuell sogar sportgeschäfte erweiterten
2,2,ßen sache fehlt modularisierung weiss hast vorher modularisierung thematisiert verstanden
2,2,finde idee interessant aufgabe a dagegen anstatt firma ausdifferenzierung akteure betroffene gruppen
2,2,gibt ändern finde hast erste aufgabe gut zusammengefasst analyse ressourcenverschwendungsend glaube
2,2,finde lösung gut finde lösung durchdacht idee community verschiedenen transportmitteln ausblicken zukünftige marktgestaltung finde
2,2,user lebensstilen gefunden senioren gerne leben kontext bringt produkt mehr senioren zug service partner kundensegment mitbewerber sehe
2,2,nutzergruppen wichtig genannt ausserdem rechtschreibung grammatik verbessert bpmn entspricht heutigen bestellprozess kurz
2,2,dienstleistungen privater geschäftstätiger patientoft gefördert plattform bietet möglichkeit medikamente bestellen arztbesuch gehen spital leben
2,2,mutmassungen sucht bezug komfort konzept unterstützt wichtige informationen immer aufgerufen suche optionalität insgesamt gefällt
2,2,antibaby babes auge pitch zudem problem klar vermietung apps ergibt pitch zudem schön
2,2,mutmassungen sucht bezug marketing sicherheit zweiten punkt überlegen portal registrieren schon potenzielle neue führer spezielle reisende
2,2,pp leicht umsetzum beispielare umformulierung bedeutet einfach verständlich kannst klar denken leistung
2,2,pp benutzt aktivitäten erlebnis kunden schaffen müsste service darauf angepasst direkt app lernt
2,2,pp wahrscheinlich strenge zahlung gebühren überwinden definitiv mind drei pro zahlstehendem loyalitätsbeitrag grillmarke liegen somit unbedingt
2,2,klar klar idee gut durchdacht klar idee wäre gruppe menschen erstellen paar absätze lang vielleicht
2,2,nutzen vielleicht option hinzufügen ausserdem überholter hast müssten coiffeurplattform schon
2,2,perönlich app verwenden anhänger gewinnen prinzip pfeil verläuft einflussfaktoren macht
2,2,privatpersonen kochen beim wichtigsten aktionen essenscoach gemacht lanebeschriftung ganz korrekt
2,2,privatpersonen lebensmittel bekommen privatpersonen papetti verweist hierzu darauf reiche kunden bereits küchengeräte einkaufen müssen erstbästig außerdem
2,2,privatpersonen kochen beim zwei gewählten personas gut aufgegriffen mehr geschrieben beim punkt verschiedenen ambitionen fehlen meinung komplett
2,2,wäre kooperation volere restaurant ort sinnvoll dadurch preispolster plattform enger geknüpft restaurants bereits besitzen
2,2,wäre einbindung chatbot küchen gut zusammenhang nachzuvollziehen schweizer küche mögliche rarität lediglich firma küchen studenten
2,2,wäre kooperation bekannten restaurant ort denkbar dadurch überregionale geschäfte verzichtet dadurch lieferung zumindest teilweise ort verschoben
2,2,mithilfe spezialisierten ort reiseplattformen kundenpool erstellen sodann bedarf durchsucht weise portal ganz ausnutzen zeit
2,2,lieferzeiten preise kennenlchr gewissermassen gemeint gleiche service direkt mieter geschieht disposition
2,2,schon zielgruppe sehe hohe stärken zusätzlich finde visualisierung lösung amüsant gewohnheitstipps grüne
2,2,seite lösung gestärkt klares ende person ähnelt beispiel ziel klar
2,2,immer fortbewegen stressreduktion führen individuelle vorschläge gedankengänge schon gut ausgearbeitet app
2,2,plattform angebot gut vorstellen beispielsweise erklären firma sagen gute idee stärke angesprochenen lösung ersten
2,2,zugangscode verfügung stehen schliesslich überwachung auswndern fischerei kainorder finde idee interessant
2,2,mitnehmen direkt neue haus beziehen schade gemietet e hausarbeiten verbesserung
2,2,möglichkeit belieben arbeit beschränken finde gut insgesamt sicherlich coole idee interessantes geschäftsmodell mehrwert viele
2,2,aspekt angebote oft mehrmals ort sehe eigentlich feststellbar wäre allenfalls gut vielleicht kurze beschreibung einfügen
2,2,modularisierung gut gelungen passt zueinander eventuellentuell punkten onlineversicherung onlineanmeldung aufrüsten mehr ansprechen zusammenfassung
2,2,lösung klar heutigen dank motorradwellbeing lösung unterscheiden wurde besser beschrieben angesprochen wurden schwäche gilt
2,2,gefahren situation dementsprechend solltest sicherablagieren aufgabe gut beschrieben verbesserungsvorschläge notwendig gain creators gute definition customer
2,2,gefahren situation jedoch langfristig wichtigsten wunsch finden verwirklichen finden finden riesen kleiner
2,2,solltest geld aufwenden sonder produkt kaufen konstruktives feedback produkt firma
2,2,gut auszukennen eventuellentuell geschäft ort vorbei kaufen anfahrt geld streckenlayout user route produkt müsste
2,2,gut orientieren stärke alter jeweiligen person verschiedenen perspektiven betrachten funktionen app jahreszeit nutzen frühstart
2,2,fällen natürlich nützlich umgekehrt stadt interessant idee beispielsweise kleine stadt ort ort
2,2,paar anpassungen vielleicht findest antwort darauf erfolg finde spannende idee eventuellentuell stelle
2,2,pitch ja schon hast ja oben beschrieben machbar verstanden unbedingt stimmen
2,2,wurden tasks gesammelt jedoch fehlt kritische erfolg jedoch wurde grosse gewicht einfache bedienung verfügbarkeit fokussiert vorstellen
2,2,cksw eher spontan notierende zahlen gedacht eventuellentuell schritt hinzufügen bereits feststeht kunde
2,2,cksw einembettbaren system besser bewältigt bezüglich blueprints sagen pfeile eigenen präferenzen beginnen jedoch
2,2,ckset darstellung tzy lois gelegen konnte einzelnen details organisation logistikprozesses gut nachvollziehen verstand ablauf tätigkeiten
2,2,feedback firmafirmafirma elektrolyt gut gewählt rahmen krankheitsrisikos schon robustes krankenhaus
2,2,profilaktivitäten inhaltlich links fällt beim posten mitbewerber klare aussage treffen müsste mehr darauf eingehen eben
2,2,ansonsten information spass person aktivität grill reinigen wäre vielleicht eher junge personen interessant gerne grillten
2,2,ansonsten fällt mehr stärken insbesondere funktionalen anforderungen gut gewählt ausführlich integration verschiedener sensoren system
2,2,hinfahrt option rückfahrt erhält sitzt wenig weitere schwäche vorstellen istitutuilding problem könntest
2,2,hinfahrt ermässigung rückfahrt erhält aspekt aspekt ganz verstanden ermässigung eintritt bereits +
2,2,hinfahrt zusätzliche gebühr rückfahrt erhält preis app angepasst preis pro person strecke anpasst plattform überfordert
2,2,hinfahrt zusätzliche rückfahrt erhält mehrwert unbedingt vereinfacht weitere mögliche mehrwertsteuektivkeitsgewinne beispielsweiseigitaler versicherungsaspekt anreiz
2,2,hinreise rückreise bezahlen erst eigentliche buchung kommt darin raus einfacher studenten
2,2,hinfahrt meldung erhält passende wohnungen spät argument multisumualisierungsprozess problem lösen ethree value
2,2,dadurch mehr überblick grafik verloren hoffe reventuelliew hilft stärken ausführlicher vorgang extrem
2,2,verfügen wirklich schon unternehmen sprechen beim fehlt allerdings eigentliche echte markt wellness beauty treatment leistungen finde
2,2,ehrlich genau sagen dramatisch aktuellen parkplatzknappheit städten unübersichtlichbarer je denkt
2,2,browser vieles ^ besser ende fehlt testen kunden hast te würfel gelöst super fand
2,2,hoffe gute einzelnen schritten lösung ermöglichen konnte viele arbeit denke hast gute arbeit abgeliefert
2,2,ausführlichen prägnanten auszug aufgabenstellungstellt sinnhaftigkeit zwei lösungsansätze klar heraus sofort erkennen schon vorschlagen hast
2,2,genau weiß lösung richtige versuchen app zunächst auswahl brillen erstellen konntest app aussuchen nachdem
2,2,genau weiß lösung richtige nochmals überlegen bestellung emailversand unterschiedlich definierst warum macht sinn bestellung
2,2,genau weiß lösung richtige nochmals nutzen eingehen anbieter it infrastruktur arbeits sieht wirklich
2,2,hoffe konnte weiterhelfen unterteilung folie pre during post hilft applösung unterstützt aufschwung lebens direkt
2,2,browser überall ordnungen apps anschauen somit möglichen apps online katalog ersichtlich mitte beim onlinekatalog
2,2,vorschlägen etc eher weniger gebrauch vorschläge marktleistung ganz schlüssig gegebenenfalls irgendwie status
2,2,besten ganze angebot gleich einbezogen speziell app müsste ja urlaubsanbieter lage rabatt anzuwenden user
2,2,idee abklären lassen mfg user projekt stärke lösung sehe besteller form plattformgedanken gemäss
2,2,golfplatz bauen anderenorts reisen geht ja primär benutzerlebnis komfort fluggäste eher user experience
2,2,geschäftsreise müsste überlegen nachfrage besser steuern reiseziel zeit ort etc beim beispielsweise gilt drei fragen warum
2,2,golfplatz bauen anderenorts reisen funktionen wozu vorhanden projektaspekte website gibt funktionen allgemeiner
2,2,reisemde ersten jahren später steht leider ganz klar möglicherweise funktionale anforderungen überall treffend
2,2,reisemf empfehlen wäre punkte nachhaltigkeit anfahrt beantworten destinationen nennen thematik surfing vorbereitet
2,2,reisemarkt berücksichtigt fall finde lösung gelungen hallo feedback finde idee gut verlaufen
2,2,bzw nutzen zudem schaffen mache diemediaworks komplex kreislauf optimiert
2,2,bzw nutzen könnten task letzten punkt verstehe ganz warum hebt kunde trinkgeld trinkgeldum beispielunden voraus
2,2,bzw nutzen wäre user journey unterschiedlicheits wäre punkt presense
2,2,entweder gesamthaft verkauf service betreffend utensilien abwicklung ausarbeitungen firma service blueprint wäre eventuellentuell
2,2,entweder gesamthaft aufgeführten kundenprozess tourismusaffin tourismusaffin mitte drittel aufgabe bzw zusammengefasst einzelnen aspekte
2,2,entweder gesamthaft customer journey pitch elemente mitposts platzieren kleines detail genau
2,2,wünschen pbmn wenig schneller vielleicht wären schnellester tennisverein welt finde
2,2,wünschen genauer überlegt hast geeignete formulieren könntest dierektur ergänzen beispiel eingabe
2,2,wünschen besser vorgeschrieben möglichst übersichtlich dargestellt heisst tasks sollten möglich
2,2,etappen drei erfolg stärken allgemeinen gut durchdacht verständlich insbesondere aufgrund analyse details erkennung risiken
2,2,etappenereignis überwintern erfolg hast meinung aufgabe erfüllt bezüglich meinung sowohl schritt markt
2,2,skiverkäufe sorgen suche sorgen kamera kamera skier mieten möchte somit biografie besser orientieren buchen einfacher durchgeführt
2,2,spass beim überarbeiten hast idee gut beschrieben ausreichend ansprucruppen idee einkaufszettel meinung
2,2,erfolg weiteren bearbeitung stärken lösung hast echt technischen umsetzung aufgabe auseinandergesetzt detaillierte gedanken gemacht service
2,2,spass überarbeitung erfolg überarbeitung finde idee interessant sinnvoll klar ersichtlich beim mühe
2,2,stark zitate beschreibung angaben helfen außerdem weiss ganzen funktionvorschläge fertig service call service blueprint wäre
2,2,könntest einbauen achte überarbeitung deineargumente rechtschreibung fachsprache konkretes arbeitsprobesgebnis besser
2,2,reise buchen schafft zusätzlich interaktiv app tracken lange bookingmitarbeiter benötigt unternehmen richtige dauer
2,2,last schlauch kaufen möchten angeschaut hast abzugeben scheint ähnliches onlineweinberatung gefällt zudem
2,2,reservierung vorgenommen unternehmen bildet unternehmen verifizierung technik fokussiert konzentrieren stell mal halali statt
2,2,destination kunden bildet daher immer fliesstext einfügen zudem wurde ablaufin aktivität abgebildet
2,2,firma planen jeweiligen skiladen darstellt somit klar aufgezeigt geschäftsmodell durchdacht zusätzlichen funktionen app genutzt
2,2,suchen urlaubsspezialisten darstellt gut erkennbar kontakt angebote wünschen app gut
2,2,suchen urlaubsspezialisten darstellt denke assistenzfunktion darstellen probleme wg lösen beiden
2,2,suchen firma darstellt app stellt service produkt dar these freundes fällt unbedingt zusammen
2,2,destination reiseurlaub gebucht wurde darstellt schwierigkeitpunkt ausarbeitung gilt destination destinationaler unterschiede beimunts that
2,2,destination kontaktaufnahme eventuellaluiert darstellen komponenten wurden beim customer relationship gut verständlich beschrieben
2,2,destination urlaub buchen darstellt komponenten intern games platform müssen deshalb zentrale
2,2,breiten öffentlichkeit trend verpasst grund finde app große bedeutung breite öffentlichkeit grosse
2,2,reisedienstleistern darstellt vermittlung tickets informationen preise verschiedener kategorien app einzigen mehrwert darstellen
2,2,beispiel kosmetikmarken darstellt vorschlag verknüpfung folgendermassen formuliert lieferanten individuellen kaufkraftsatz teilleistungsplattform warten
2,2,beispiel bc beispiel leisten mittel dafür verfügen komponente swatentwicklungen
2,2,jobplattform abgrenzung geschäftmodells zweiten teil richtig fehlt geschäftsmodell kurze beschreibung
2,2,jobplattform funktionen wiereservierung tanken buchen vonlernunterricht vieles mehr vorschlagen
2,2,punkt community punkt wahrscheinlich eher bereich fortgeschrittenen studenten genutzt value gap protokoll protokoll erstellen vielleicht value
2,2,punkt community beschreibung macht plattform schwer bewerten punkt erlös geht autoren könnten videos immer gemacht
2,2,ansonsten hätte einzelnen blöcke algorithmus aufgefangen wüsste lieferdienst vpc beteiligt wäre customer journey umspannen
2,2,gastronomie transportgeschäfte solltentourismus wäre strategisch sinnvoll angebot eigenen bedindungen aufweist somit eigene
2,2,gastronomie bestehenden leistungen tischreservation nutzung gedruckten präferenzen suchfunktion etc sollten zt
2,2,umfasst hast argumentation leider begründet solltest meinung besser darstellen endkunde ja
2,2,umfasst firma solltest netnamen explizit einfügen firma hast heute morgen netnamen erwähnt
2,2,task jährliche umfrage marke unbedingt einfluss nehmen trainern skifahrer untereinander sollten unbedingt
2,2,erbringt service macht value exchange zweier anbieter liesse hierbei finden vorliegende service blueprint sowie ebenfalls immaßen
2,2,verlangen zusätzlich eventuellentuell wenige kunden beispielsweise freestkunden eventuellentuell voraussetzungen eventuellentuell
2,2,erst nächste schritt langen reise beschreibst kunden ersten kunden allerdings besteht unternehmen mehreren kunden verschiedene angebote nutzen
2,2,vorschlagen unterpunkt partnerschaften allianzen explizit genannt begriff partner wurde eher missverstanden konkrete
2,2,vorschlagen klar klarer heraus nimm ja ernst klar kannst müsste bank versicherung davon
2,2,vorschlagen sollten kleinen anpassungen gut ausgearbeitet stellen grunde überarbeitung lösung dar anmerkungen überarbeitung folgende punkte
2,2,insgesamt gute ausarbeitung service blueprint beinhaltet erstellen drei poolsituationen erklärt schritt schrittabläufe
2,2,insgesamt gute ausarbeitung scheinen umwelt unternehmensanalyse richtig bearbeitet gut ganze konnte kaum
2,2,leistung kunden normalen zahlungsverkehr angeboten kleinen geschäfte gewisses budget kundenperfekt
2,2,finde gut ethree value allenfalls gibt direkte pfeile plattform skifahrer
2,2,finde gut gehst vielen fragen grund ausführlich beschrieben unda herilft verstehen
2,2,finde gut ethree value pfeile richtig daumen fürhand somit ethree
2,2,gut ausgearbeitet scheint simple kostensparent gute arbeit aufgabe bb welt
2,2,gut ausgearbeitet scheint mehrere dimensionen berücksichtigen persönlich meinung kundensegmentierung mehr kriterien beigemischt wurde
2,2,e gut hinblick starken wettbewerb pitch firma erwähnt hast zusammenfassend
2,2,e ordnung zusammenfassend guter lösungsansatz gutem konzept zwischenzeiten gute umsetzung aufgabe
2,2,e gut abgesehen punkt kundenebene verfolgt eleventuellator pitch fehlt me
2,2,fit gestalten daher kommentar kosten hinzufügen schreibst grösste teil teillieferung
2,2,arbeitet digitalen business model einzelnen stationen historygemäß beschrieben sicht realge erlebt kleines
2,2,glück viele gute aspekte gedacht interessantes innovatives business modell gefällt bpmn seite
2,2,glück liebe grüsse analyse gut begründet insgesamt ausführlich hast dimensionen strategischen würfels analysiert gut rolle
2,2,glück liebe grüsse liebe kommilitonin lieber kommilitone hast feedback aufgabe sachverhalt lesen
2,2,gut finde gut datenbank erwähnst erweiterung business models vorstellst richtig sozusagen
2,2,gut finde gut anwalt hinzugefügt hast rolle anwalts ausbauen gewährst
2,2,gut erklärt kritik spezifischen probleme idee eingehen schön aufzeigst theorie gut
2,2,grosses potential augstein sicherlich auftrag klarer formulieren berücksichtigung aktuellen trends hotelbranche zudem fand darstellung einzelnen
2,2,grosses potential verfolgt openwarund holistur unterschiedlichen bezugspunkten punkte möchte mitteilen kernfunktionen
2,2,jahre sowieso schon gut umgesetzt worden jedoch fehlt uer value engineez monterey plattform aufgebaut
2,2,ebenfalls gut gestaltet lösung ausführlich gut durchdacht anzahl erklärenden schritte boxen etc gut
2,2,momentan eher fall teil lösung personas gut gewählt passende saisonale konsumenten gezielten weinbestellung
2,2,detailreich beschrieben hast guten gamification pitch konzipiert ansprechend ansprechend geschrieben hätte
2,2,wurde wenig nutzen präsentation terminsituation diskutiert wäreöntcrawlften präsentation hätte zeigen
2,2,wurde wenig zeit ausarbeitung einzelnen punkte investiert fragen projekt eventuellent pre
2,2,service blue print gut sinnvoll macht einkaufserlebnis bequem kunden app digital nervensäall all
2,2,service blueprint ethree value gut ausgearbeitet überlegen genau kostet sprich gebühren leistungen
2,2,service blue print stellt sicherlich guten teil davon jedoch kernprozess dar ansatz wählen stellt eingabe gehaltsdaten dar
2,2,ebenfalls nachvollziehbar zeigt wertstrom genau abgebildet hast finde hast pfeile wirklich ganz genau einfach luft
2,2,ebenfalls nachvollziehbar zeigt wertstrom plattform hast schwächen vorschläge dimension daten wurde vorschlagen
2,2,ebenfalls gut ausgearbeitet darstellung immer gesetz angepasst verschiedenen modellierungsregeln interface denks skills modellen eingehst gut
2,2,text dargestellt klarenden punkte lassen gut lesen blueprint visuell gut gestaltet zeigt schritte zudem finde gut
2,2,durchdacht erlaubt guten überblick system verbindung guten ergebnis car coins ermöglicht ganfs geld sammeln unternehmen
2,2,durchdacht zeigt geschlossenes gleichmäßigen prozess sieht idee hoch aktuell gespräch mittechwerkzeug braucht
2,2,laden passt natürlich wahr kunde möglichkeit immer verschiedene anbieter wählen app angezeigt
2,2,nutzen geht appanbieter erhalten informationen community informationen müssen bloss autor verleger umgekehrt genaueres
2,2,weiss gut leben stärken grundsätzlich finde idee interessant gut ausgearbeitet realistisch idee
2,2,klar abgegrenzten pains gains bzw verbindungen gain creators pain relieventuellers geschäftsmodell
2,2,klar differenzierte darstellung einzelnen aktivitäten bestätigt qualität kunden gibt verbesserungspotenzial chronologische ablauf wurde eingehalten geschäftsmodell
2,2,klar differenzierten wertströme einzelnen akteuren logisch gut ausgearbeitet rountenantenantengeschäft wäre verknüpfung einzelnen rackaktionen
2,2,gross chaos firma gaps gar nötig wirklich verbessern firma gut firma falsch
2,2,gross generelle problem idee trifft guten ansatz komfort erhöhen verfolgen neusten trend gut kennst sitz persona familie
2,2,community benehmen designer könnten minippen mehr boot nehmen firma fotos beschränken gamification komponente
2,2,punkte dar ebenfalls staffdiagramme siehe absicht immer klare darstellung stärken gute wegsteine
2,2,punkte dar ebenfalls wichtigsten benefits neuen lösung aufgeführt modell übersichtlich macht sinn schwächen verbesserungspotential ganz sinne
2,2,punkte dar aufteilung ansprucruppen macht painrelieventueller kunden verständlicher modell verstört direkt
2,2,lanes vollständig richtigen ebene dargestellt automatische bestellausgangsübermittlungen durchgeführt hierbei automatischen übermittlungen gesprochen
2,2,schwächen sehe lösung aufgabe wurde verständlich sorgfältig gelöst verbesserungsvorschläge a zusätzliches geschlossenes layout sicher hilfreich
2,2,transport kästchen transport entspricht gleiche infos erscheinen allgemeine informationen könntest zweite allgemeine information zusätzlich beschreibung aspekte ergänzen beispiel zusammenfassung
2,2,transport reinnehmen moment pauschalangebote geht stark costs rein denke gibt paar mehr lösungen
2,2,transport etc hi gefällt idee gut möglichkeit bietet transport rechnung tragen prinzip arten transport
2,2,pfeile umgedreht müssen reihenfolge pools übernehmen ersten tasks prozessschritt letzten
2,2,piloten eigentümer kunden miteinander verbunden handlungsempfehlungen achten wäre daher auflistung stakeholder chronologische reihenfolge
2,2,pfeile mehr detailliert sollten auge ermöglicht eigentlich weiteren verbesserungsvorschläge sodass ausarbeitung ziemlich
2,2,gewählten personen hundesteuer ethree value detaillierter dargestellt impfl wäre geografische einschränkung überprüfen
2,2,unterschiedlichen genauigkeiten start endtask beispiel unzuverlässigkeit firma gegenüber firma dehnt
2,2,zulieferer entwicklung app mitarbeiter läden kosten hätten spanne sätze betrachtet reparatur
2,2,bar besucht hotel betrete hätte mehr gebucht erfolg hoffe klar spannende neuartige idee meinung
2,2,rie buchungsmaske baut kunden wünschen folgen denkest angebote wünsche bitte buchung genauer
2,2,rie buchungsmaske erstellt denken buchungspartner sollten reservationsdatenbank einordnen echt viele verbindungen buchung
2,2,firma dienstleistungspartner geriet firma zt rimech firma zt firma nehmenspartner könnten natürlich
2,2,firma geraten aufgrund wettbewerbsidee achte value due duassuss nutzung community verkauf
2,2,firma aufspringt dabei kritische masse nutzerinnen erreicht punkt solltest text darauf folgenden einarbeiten ende finde
2,2,verhandelt nichtfunktionsweise vorliegenden gut aufgezeigt lösung übertragen vielen oft mehreren akteure
2,2,verhandelt bereits erwähnt rule breaker ja eher ähnlich imumpingreventuellor urteil
