Group,Review
"
G1,"Ich denke, dass das Geschäftsmodell von Alp-Us insgesamt recht innovativ und überzeugend ist. Dennoch hat es auch einige negative Aspekte, die ich im Folgenden aufzählen werde. Einer der Hauptvorteile der App ist, dass sie sich mit allen Arten von Reisen befasst, sowohl mit denen mit Freunden oder der Familie, als auch mit Geschäftsreisen. Ein weiterer Vorteil ist die Möglichkeit, Einladungslinks zu versenden, mit denen sich verschiedene Gruppenteilnehmer schnell und einfach anmelden können. Ein weiterer Grund, warum Alp-Us beliebt ist, ist die Tatsache, dass es sich um alle Aspekte des Erlebnisse kümmert, so dass Transport, Erlebnisse und Gastronomie in der App gebucht werden können. Einer der Hauptnachteile des Geschäftsmodelle ist die Ausschließliche Bindung an die Erfahrungen, die man in den Bergen machen kann. Um konkurrenzfähiger zu sein, sollten auch andere Gebiete und Erlebnisse angeboten werden, zum Beispiel am Meer oder auf dem Land. Ein weiterer Aspekt, den Alp-Us berücksichtigen sollte, ist die Konkurrenz durch Apps und Websites, die ähnliche Dienste anbieten: Um sein Geschäft auszubauen, muss es dem Unternehmen gelingen, diesen Markanteile abzunehmen. Ein Ratschlag, den ich den Machern der App geben kann, ist, sie so zu bewerben, dass sie bei Menschen bekannt wird, die an der Nutzung ihrer Dienste interessiert sein könnten, bekannt wird. Diese Werbung sollte gezielt erfolgen, zum Beispiel durch die Zusammenarbeit mit Brands oder Instagram-Seiten, die mit der Welt der Berge oder des Skifahrens zu tun haben. Zusammenfassend kann meiner Meinung nach als ein effektiver und innovativer Dienst betrachtet werden, der für alle Menschen, die gerne reisen und die Berge erleben, sehr nützlich ist.
"
G1,"Ich finde es toll, dass die Anwendung verschiedene Dienstleister für Unterkunft, Transport, Aktivitäten und Verpflegung hat. Es wird für die Gruppe einfacher sein, ihre Dienstleister auf einen Schlag zu finden. Restaurants sollten jedoch verschiedene Menüs hinzufügen, um Menschen mit Sie sollten auch Kundenbewertungen für die verschiedenen Dienste in der Anwendung abgeben, damit die Leute genau wissen, wie der Ort ist, und nicht überrascht werden. Sie sollten auch einige touristische Sehenswürdigkeiten hinzufügen, damit die Menschen erkunden und auswählen können, wohin sie gehen möchten.unterschiedlichen Essensprioritäten gerecht zu werden. Sie sollten auch ein Bekleidungsgeschäft mit wärmerer Kleidung hinzufügen, da die Leute dazu neigen, sie zu vergessen. Sie sollten sich verbessern, indem sie verschiedene Dienstleister mit unterschiedlichen Dienstleistungen hinzufügen, damit ihr Urlaub nicht so einfach ist. Sie sollten auch mehr Hotels und billigere Dinge hinzufügen, um verschiedene Klassen in der Gesellschaft zu versorgen. Die Anwendung muss farbenfroh sein und Spaß machen, damit es nicht langweilig wird, in der Anwendung herumzuspielen.  Es sollte auch einfach zu bedienen sein, da einige Leute Schwierigkeiten haben, in Anwendungen zu navigieren. Sie sollten auch Optionen für Flugreservierungen und Krankenhäuser im Falle von Verletzungen hinzufügen. Die Anwendung sollte auch dann verwendet werden, wenn Sie im Notfall keinen Internetzugang haben oder die Anwendung verwenden möchten, aber kein Dienst in der Nähe ist.  Sie sollten auch einige touristische Sehenswürdigkeiten hinzufügen, damit die Menschen erkunden und auswählen können, wohin sie gehen möchten.  Sie sollten auch ein Bekleidungsgeschäft mit wärmerer Kleidung hinzufügen, da die Leute dazu neigen, sie zu vergessen. Insgesamt liebe ich die Anwendung.h
"
G1,"Ich finde es toll, dass die Anwendung verschiedene Dienstleister für Unterkunft, Transport, Aktivitäten und Verpflegung hat. Es wird für die Gruppe einfacher sein, ihre Dienstleister auf einen Schlag zu finden. Restaurants sollten jedoch verschiedene Menüs hinzufügen, um Menschen mit Sie sollten auch Kundenbewertungen für die verschiedenen Dienste in der Anwendung abgeben, damit die Leute genau wissen, wie der Ort ist, und nicht überrascht werden. Sie sollten auch einige touristische Sehenswürdigkeiten hinzufügen, damit die Menschen erkunden und auswählen können, wohin sie gehen möchten.unterschiedlichen Essensprioritäten gerecht zu werden. Sie sollten auch ein Bekleidungsgeschäft mit wärmerer Kleidung hinzufügen, da die Leute dazu neigen, sie zu vergessen. Sie sollten sich verbessern, indem sie verschiedene Dienstleister mit unterschiedlichen Dienstleistungen hinzufügen, damit ihr Urlaub nicht so einfach ist. Sie sollten auch mehr Hotels und billigere Dinge hinzufügen, um verschiedene Klassen in der Gesellschaft zu versorgen. Die Anwendung muss farbenfroh sein und Spaß machen, damit es nicht langweilig wird, in der Anwendung herumzuspielen.  Es sollte auch einfach zu bedienen sein, da einige Leute Schwierigkeiten haben, in Anwendungen zu navigieren. Sie sollten auch Optionen für Flugreservierungen und Krankenhäuser im Falle von Verletzungen hinzufügen. Die Anwendung sollte auch dann verwendet werden, wenn Sie im Notfall keinen Internetzugang haben oder die Anwendung verwenden möchten, aber kein Dienst in der Nähe ist.  Sie sollten auch einige touristische Sehenswürdigkeiten hinzufügen, damit die Menschen erkunden und auswählen können, wohin sie gehen möchten.  Sie sollten auch ein Bekleidungsgeschäft mit wärmerer Kleidung hinzufügen, da die Leute dazu neigen, sie zu vergessen. Insgesamt liebe ich die Anwendung.h
"
G1,"Ich schatze es, dass es eine hauptperson gibt, welche als Leuter fungiert, so ist alles in einer Hand und diese Person kann, dann die Buchungenkoordinieren. Zusätzlich finde ich das feature gut, das jede person seine präferenzen direkt angeben kann und so kann die hauptperson die entscheidung besser fällen. Es ist jedoch wichtig sicherzustellen, dass der gruppenleiter die einladungen verfolgen kann. das beduetet, es muss sehen können, ob eine person sich über den bereitgestellen link angemeldet at und welche personen dies nicht getan haben. Dadurch kann er ein gespräch initiieren, um das problem mit der anmeldung zu klären und zu beheben. Ein weiterer vorteil ist, dass dassystem in bausteinen aufgebaut ist. Dadurch habe ich als urlaub geher, die volle freuheit, wie ich meinen urlaub verbringen möchte. jeder einzelne kann auch individuelle wünsche erfüllen lassen und muss nicht alles spontan entscheiden, sobald er am urlaubsort angekommen ist. Das problem bei dieser app ist es, dass es sehr aufwendig ist, alle bausteine sich individuell zusammenzustellen, weil es unendlich kombinationen gibt und das führt zu passivität. Da es so viel angebot gibt, muss der user erstmals das komplette anbot, sich anzeigen lassen, damit es weiß, was für attraktionen und angebote die einzelnen bausteine haben. Auch ist es schwer seriöse und nicht seriöse angebote auszumachen. Es muss sichergestellt werden, das ich in der app ein review für jedes in anspruchgenomme angebot machen kann, damit ich andere user davor warnen bzw anpreisen kann. So können die anderen user sich vorher schlau machen, ob das angebot zu ihnen passt oder das preis leistungs verhältniss passt. Allgemein sehe bei diesem geschäftsmodel ein problem, dadurch das diese app ein mittelsman ist, werden die preise dementsprechend angehoben und dadurch wird es sehr unattraktive für andere user, einen urlaub mit den verschiedenen bausteinen in der app zu buchen, daher wird die marge nicht all zu hoch sein.

"
G1,"Im Allgemeine scheint Alp-Us großes Potenzial zu haben. Der Name des Geschäftsmodells ist kurz, clever und catchy und repräsentiert genau die zugrundeliegenden Absichten: eine umfassende, flexible Buchungsoption für Ski- und Bergtrips auf nur einer einzigen Plattform. Das Modell erscheint übersichtlich und kann Gruppen dabei helfen, ihre Planung zu optimieren und einfacher zu gestalten. Ein Vorteil ist, dass jeder Teilnehmer jederzeit einen aktuellen Überblick über die Planung hat. Die vorgestellten Bausteine sind schlüssig und die Flexibilität ist ein weitere großer Vorteil. Generell ist es gut, dass einzelne Aspekte auch einzeln gebucht werden können oder weggelassen werden können, je nach Anforderungen der Gruppe. Dennoch gibt es einige Aspekte, die vielleicht nicht ganz klar sind oder weitere Recherche benötigen. Es gibt bereits zahlreiche Buchungsplattformen wie Tripadvisor, Airbnb oder Booking.com (um nur einige zu nennen), bei denen ähnliche Buchungsmöglichkeiten zur Auswahl stehen. Oftmals können Hotels und Aktivitäten, Ausflüge oder Transport gemeinsam gebucht werden (und die Flexibilität der einzelnen Bausteine besteht auch). Deshalb müssten noch etwas klarer erläutert werden, inwiefern Alp-Us sich von diesen Plattformen abhebt und einen Mehrwert bietet. Zudem wurde nicht erklärt, ob Unternehmen bzw. Anbieter, die für einen bessere Position in den Suchergebnissen zahlen, auch als solche ausgezeichnet sind. Für die Benutzer sollten bezahlte Suchergebnisse klar sichtbar sein, um eine gute Transparenz zu gewährleisten. Deshalb würde ich empfehlen, Recherche zu ähnlichen Plattformen zu betreiben und herauszufinden, welche Branchenstandards und auch rechtliche Verpflichtungen es diesbezüglich gibt. Ferner fehlt ein klarer roter Faden, der die Einzigartigkeit (oder Neuheit) des Geschäftsmodell von Alp-us klar definiert und Aufschluss darüber gibt, welche Vorteile das Unternehmen Reisenden gegenüber von herkömmlichen bzw. bewährten Reisebuchungsplattformen bietet. Darüber hinaus müsste klargestellt werden, welchen Anforderungen Unternehmen gerecht werden müssen, die sich bzw. ihre Angebote auf der Plattform registrieren möchten. Es sollten genaue Qualitätskriterien festgelegt werden, um den Reisenden ein erstklassiges Buchungs- und Reiserlebnis zu ermöglichen.
"
G1,"Kritik und Verbesserungsvorschläge: 1. Der Name der App ist sehr originell wenn man es im Sinne eines Wortspieles von ""Alp-US"" = ""Help-US"" versteht. Jedoch finde ich den Namen sonst eher nichts aussagend und nicht wirklich prägend, würde ich eventuell noch einmal überdenken und gegeben falls ändern. 2. So wie ich das verstanden habe, ist es möglich für die verschiedenen Unternehmen (Hotels, Restaurants, etc.), welche auf der App ihre Dienstleistungen anbieten, auch Werbung in der App zu schalten. Einerseits möge dass gut für das jeweilige Unternehmen sein, jedoch reagieren Kunden oft negativ auf ""In-app Werbungen"". Hier würde ich auch nochmal überdenken ob man wirklich noch Werbung zusätzlich schalten will, da die Angebote in der App ja sozusagen schon als Werbung dienen. 3. Des weiteren finde ich dass es nicht zwingend Pflicht sein sollte sich zu registrieren. Der Gruppen-admin sollte sich natürlich registrieren müssen, es sollte jedoch auch möglich sein dem Einladungslink nur als Gast zu folgen. Das wäre flexibler und einfacher. 4. Die App wäre auch noch gut ergänz bar durch eine Website, nicht jeder hat gerne Apps oder ein Handy dass über diese Kapazität verfügt. Eine Website würde es noch mehr potentiellen Kunden möglich machen, dieses Angebot zu nutzen und den Markt zu erweitern! 5. Möglicherweise kann man dieses Konzept noch ausweiten und nicht nur zwingend auf Skiurlaube begrenzen sondern generell auch Winterurlaube ohne Skifahren oder mit anderen Angeboten. Lob und Anerkennung: 1. Die Grundidee der App ist toll, alle Aspekte (Hotel, Transport, etc.) eines Urlaubs in einer App buchen zu können ist einfach und sorgt für mehr Struktur, ebenfalls, dass man alle Tickets und Infos jederzeit abrufen kann. Einfacher für die Unternehmensanbieter und die Kunden gemeinsam. 2. Es wird eine Branche gefördert die trotz der Klimaerwärmung und der Finanzkrisen noch immer boomt und auch weiterer Ausweitung bedarf. Ich denke diese App hat tolles Potential und freue mich auf die Umsetzung.
"
G1,"Kritik und Verbesserungsvorschläge: 1. Der Name der App ist sehr originell wenn man es im Sinne eines Wortspieles von ""Alp-US"" = ""Help-US"" versteht. Jedoch finde ich den Namen sonst eher nichts aussagend und nicht wirklich prägend, würde ich eventuell noch einmal überdenken und gegeben falls ändern. 2. So wie ich das verstanden habe, ist es möglich für die verschiedenen Unternehmen (Hotels, Restaurants, etc.), welche auf der App ihre Dienstleistungen anbieten, auch Werbung in der App zu schalten. Einerseits möge dass gut für das jeweilige Unternehmen sein, jedoch reagieren Kunden oft negativ auf ""In-app Werbungen"". Hier würde ich auch nochmal überdenken ob man wirklich noch Werbung zusätzlich schalten will, da die Angebote in der App ja sozusagen schon als Werbung dienen. 3. Des weiteren finde ich dass es nicht zwingend Pflicht sein sollte sich zu registrieren. Der Gruppen-admin sollte sich natürlich registrieren müssen, es sollte jedoch auch möglich sein dem Einladungslink nur als Gast zu folgen. Das wäre flexibler und einfacher. 4. Die App wäre auch noch gut ergänz bar durch eine Website, nicht jeder hat gerne Apps oder ein Handy dass über diese Kapazität verfügt. Eine Website würde es noch mehr potentiellen Kunden möglich machen, dieses Angebot zu nutzen und den Markt zu erweitern! 5. Möglicherweise kann man dieses Konzept noch ausweiten und nicht nur zwingend auf Skiurlaube begrenzen sondern generell auch Winterurlaube ohne Skifahren oder mit anderen Angeboten. Lob und Anerkennung: 1. Die Grundidee der App ist toll, alle Aspekte (Hotel, Transport, etc.) eines Urlaubs in einer App buchen zu können ist einfach und sorgt für mehr Struktur, ebenfalls, dass man alle Tickets und Infos jederzeit abrufen kann. Einfacher für die Unternehmensanbieter und die Kunden gemeinsam. 2. Es wird eine Branche gefördert die trotz der Klimaerwärmung und der Finanzkrisen noch immer boomt und auch weiterer Ausweitung bedarf. Ich denke diese App hat tolles Potential und freue mich auf die Umsetzung.
"
G1,"Kritik und Verbesserungsvorschläge: 1. Der Name der App ist sehr originell wenn man es im Sinne eines Wortspieles von ""Alp-US"" = ""Help-US"" versteht. Jedoch finde ich den Namen sonst eher nichts aussagend und nicht wirklich prägend, würde ich eventuell noch einmal überdenken und gegeben falls ändern. 2. So wie ich das verstanden habe, ist es möglich für die verschiedenen Unternehmen (Hotels, Restaurants, etc.), welche auf der App ihre Dienstleistungen anbieten, auch Werbung in der App zu schalten. Einerseits möge dass gut für das jeweilige Unternehmen sein, jedoch reagieren Kunden oft negativ auf ""In-app Werbungen"". Hier würde ich auch nochmal überdenken ob man wirklich noch Werbung zusätzlich schalten will, da die Angebote in der App ja sozusagen schon als Werbung dienen. 3. Des weiteren finde ich dass es nicht zwingend Pflicht sein sollte sich zu registrieren. Der Gruppen-admin sollte sich natürlich registrieren müssen, es sollte jedoch auch möglich sein dem Einladungslink nur als Gast zu folgen. Das wäre flexibler und einfacher. 4. Die App wäre auch noch gut ergänz bar durch eine Website, nicht jeder hat gerne Apps oder ein Handy dass über diese Kapazität verfügt. Eine Website würde es noch mehr potentiellen Kunden möglich machen, dieses Angebot zu nutzen und den Markt zu erweitern! 5. Möglicherweise kann man dieses Konzept noch ausweiten und nicht nur zwingend auf Skiurlaube begrenzen sondern generell auch Winterurlaube ohne Skifahren oder mit anderen Angeboten. Lob und Anerkennung: 1. Die Grundidee der App ist toll, alle Aspekte (Hotel, Transport, etc.) eines Urlaubs in einer App buchen zu können ist einfach und sorgt für mehr Struktur, ebenfalls, dass man alle Tickets und Infos jederzeit abrufen kann. Einfacher für die Unternehmensanbieter und die Kunden gemeinsam. 2. Es wird eine Branche gefördert die trotz der Klimaerwärmung und der Finanzkrisen noch immer boomt und auch weiterer Ausweitung bedarf. Ich denke diese App hat tolles Potential und freue mich auf die Umsetzung.
"
G1,"Meiner Meinung nach bietet die App eine gute Lösung für ein existierendes Problem. Wenn mit Freunden jegliche Art von Urlaub gebucht werden soll wird es immer chaotisch, da jeder Vorschläge zu Unterkünften etc. in eine Gruppe schickt. Die Stärken des Geschäftsmodells sehe ich klar in den Netzwerkeffekten, sobald die App einmal populär ist nutzen sie automatisch mehr Leute und mehr Anbieter werden somit auf die App aufmerksam und wollen ihre Unterkunft o.ä. auf der App präsentieren. Eine  weitere Stärke sehe ich in der modularen Buchung, wodurch jeder genau das buchen kann, was auch tatsächlich gebraucht wird. Allerdings ist es schwierig meiner Meinung nach, dass alle Gruppenmitglieder nach ihrem Interesse befragt werden. Dies könnte dazu führen, dass manche Interessen mehr und andere weniger umgesetzt werden können, wenn diese zu verschieden sind. Besser wäre es wenn sich die Gruppe vorab bereits auf eine Zeit und mögliche Ziele, Budget, Hotelpräferenzen einigt und diese dann in ein Filter gegeben werden können. Die App unterstützt dann gezielt nach Unterkünften, Transporten für Gruppen und gibt Empfehlungen ab. Praktisch wäre auch eine Funktion mit der jedes Gruppenmitglied direkt seinen Anteil zahlen kann. Das Honorarmodell betrachte ich als gut. Die Anbieter zahlen nur bei erfolgreicher Vermittlung oder wenn sie Werbung machen wollen. Ein Risiko wäre allerdings, dass die Anbieter diese Gebühr auf den Preis draufschlagen und die Gruppenmitglieder im Endeffekt einzeln die Anbieter googlen und dann direkt bei Ihnen buchen. Hier wären Kombirabatte, wenn einzelne Module zusammengebucht werden eine Idee, welche mit den Anbietern verhandelt werden könnten. Eine weitere Stärke ist, das es Bewertungen gibt, dies erleichtert den Mitgliedern die Buchungsentscheidung. Alles in allem sind meine Verbesserungsvorschläge, dass es auch einzelne Filtersetzmöglichkeiten in der Suchmaske geben sollte und man auch nach Modulen einzeln suchen können sollte. Menschen sind oft auch eher kritisch gegenüber Vorschlägen und so soltlen sie auch selber filtern können. 
"
G1,"Meiner Meinung nach bietet die App eine gute Lösung für ein existierendes Problem. Wenn mit Freunden jegliche Art von Urlaub gebucht werden soll wird es immer chaotisch, da jeder Vorschläge zu Unterkünften etc. in eine Gruppe schickt. Die Stärken des Geschäftsmodells sehe ich klar in den Netzwerkeffekten, sobald die App einmal populär ist nutzen sie automatisch mehr Leute und mehr Anbieter werden somit auf die App aufmerksam und wollen ihre Unterkunft o.ä. auf der App präsentieren. Eine  weitere Stärke sehe ich in der modularen Buchung, wodurch jeder genau das buchen kann, was auch tatsächlich gebraucht wird. Allerdings ist es schwierig meiner Meinung nach, dass alle Gruppenmitglieder nach ihrem Interesse befragt werden. Dies könnte dazu führen, dass manche Interessen mehr und andere weniger umgesetzt werden können, wenn diese zu verschieden sind. Besser wäre es wenn sich die Gruppe vorab bereits auf eine Zeit und mögliche Ziele, Budget, Hotelpräferenzen einigt und diese dann in ein Filter gegeben werden können. Die App unterstützt dann gezielt nach Unterkünften, Transporten für Gruppen und gibt Empfehlungen ab. Praktisch wäre auch eine Funktion mit der jedes Gruppenmitglied direkt seinen Anteil zahlen kann. Das Honorarmodell betrachte ich als gut. Die Anbieter zahlen nur bei erfolgreicher Vermittlung oder wenn sie Werbung machen wollen. Ein Risiko wäre allerdings, dass die Anbieter diese Gebühr auf den Preis draufschlagen und die Gruppenmitglieder im Endeffekt einzeln die Anbieter googlen und dann direkt bei Ihnen buchen. Hier wären Kombirabatte, wenn einzelne Module zusammengebucht werden eine Idee, welche mit den Anbietern verhandelt werden könnten. Eine weitere Stärke ist, das es Bewertungen gibt, dies erleichtert den Mitgliedern die Buchungsentscheidung. Alles in allem sind meine Verbesserungsvorschläge, dass es auch einzelne Filtersetzmöglichkeiten in der Suchmaske geben sollte und man auch nach Modulen einzeln suchen können sollte. Menschen sind oft auch eher kritisch gegenüber Vorschlägen und so soltlen sie auch selber filtern können. 
"
G1,"Meiner Meinung nach hat das Modell von Alp-us sehr großes Potential, es wirkt ähnlich wie ein digitales Reisebüro aber mit einem modernem Twist. Es wäre ein riesen Fortschritt alle Tickets und notwendigen Unterlagen in einer einzelnen App zu haben, da dies oftmals ein großes Problem darstellen kann. Demzufolge kann ich mir auch vorstellen das Leute mehr bezahlen würden und das ewige Suchen und die verschieden Apps und Unterlagen an einem Ort zu haben. Der genaue Ablauf und ein paar Details sind meiner Meinung nach noch offen, das heißt wie sieht es auch wenn Leute innerhalb einer Gruppe unterschiedliche Ideen und Vorstellung haben oder vielleicht Anpassungen machen wollen. Also wie kann die Absprache zwischen den einzelnen Gruppenmitgliedern erfolgen? Gibt es eine Art internen Chat bei dem man verschiedene Meinung klären kann (dies wäre durchaus ein Feature was hinzugefügt werden kann)? Zusätzlich wurde bei den einzelnen Puzzleteilen nur von dem Transport geredet welcher nicht gewählt werden kann, aber Hotel, Gebiet und Gastro schienen fest. Auch hier kann ich mir mehr Flexibilität vorstellen, bspw. dass man nur einen der Abschnitte über die App bucht, das bedeutet man kann die App nicht nur als ein gesammelten, virtuelles Tourismusbüro verwenden, sondern auch für Einzelheiten und Kleinigkeiten. Sollte ich beispielsweise nur ein Skigebiet benötigen und für alles andere wurde bereits gesorgt, wäre es gut wenn die App mir Optionen und Angebote für diese im Einzelnen darstellen könnte. Möglicherweise könnte man hier auch eine Verlinkung mit Tripadvisor oder ähnlichen Plattformen erschaffen, womit eine Gegenüberstellung und ein Vergleich für die Nutzer selbst möglich ist. So könnte bei Unklarheiten eine Entscheidungshilfe geboten werden. Ich denke die App hat sehr viel Potential und wirkt sehr benutzerfreundlich. Große Veränderungen an der App fallen einem dabei nicht in Auge, von daher denke ich dass es hier ein durchaus Potential gibt. Die Grundlagen sind dabei schonmal gemacht und Anpassungen können nach Feedback der Nutzer vorgenommen werden, letztendlich sind dies aber nur Kleinigkeiten und Feinheiten.
"
G1,"Meiner Meinung nach hat das Modell von Alp-us sehr großes Potential, es wirkt ähnlich wie ein digitales Reisebüro aber mit einem modernem Twist. Es wäre ein riesen Fortschritt alle Tickets und notwendigen Unterlagen in einer einzelnen App zu haben, da dies oftmals ein großes Problem darstellen kann. Demzufolge kann ich mir auch vorstellen das Leute mehr bezahlen würden und das ewige Suchen und die verschieden Apps und Unterlagen an einem Ort zu haben. Der genaue Ablauf und ein paar Details sind meiner Meinung nach noch offen, das heißt wie sieht es auch wenn Leute innerhalb einer Gruppe unterschiedliche Ideen und Vorstellung haben oder vielleicht Anpassungen machen wollen. Also wie kann die Absprache zwischen den einzelnen Gruppenmitgliedern erfolgen? Gibt es eine Art internen Chat bei dem man verschiedene Meinung klären kann (dies wäre durchaus ein Feature was hinzugefügt werden kann)? Zusätzlich wurde bei den einzelnen Puzzleteilen nur von dem Transport geredet welcher nicht gewählt werden kann, aber Hotel, Gebiet und Gastro schienen fest. Auch hier kann ich mir mehr Flexibilität vorstellen, bspw. dass man nur einen der Abschnitte über die App bucht, das bedeutet man kann die App nicht nur als ein gesammelten, virtuelles Tourismusbüro verwenden, sondern auch für Einzelheiten und Kleinigkeiten. Sollte ich beispielsweise nur ein Skigebiet benötigen und für alles andere wurde bereits gesorgt, wäre es gut wenn die App mir Optionen und Angebote für diese im Einzelnen darstellen könnte. Möglicherweise könnte man hier auch eine Verlinkung mit Tripadvisor oder ähnlichen Plattformen erschaffen, womit eine Gegenüberstellung und ein Vergleich für die Nutzer selbst möglich ist. So könnte bei Unklarheiten eine Entscheidungshilfe geboten werden. Ich denke die App hat sehr viel Potential und wirkt sehr benutzerfreundlich. Große Veränderungen an der App fallen einem dabei nicht in Auge, von daher denke ich dass es hier ein durchaus Potential gibt. Die Grundlagen sind dabei schonmal gemacht und Anpassungen können nach Feedback der Nutzer vorgenommen werden, letztendlich sind dies aber nur Kleinigkeiten und Feinheiten.
"
G1,"Obwohl ich kein Anhanger der Skiruhe bin, halte ich die Idee vom Kaufer fur sehr gut. Als Starke sehe ich, dass dies eine ausreichend enge Nische ist, un ich denke, dass so etwas noch nicht geschaffen wurde, so dass die Wahrscheinlichkeit, das es gelingt, hoch genug ist. Die Dinge, in denen ich Probleme sehe, sind dagegen die Anlockung von Senioren fur die Anwendung, und Senioren sind ein sehr groSer Prozensatz aller Skifahrer in der Saison. Uberzeungungen von Unternehmen (Resorts, Hotels, Airbnb) konnten ebenfalls eine Herausforderung sein, da sie zu diesem Zeitpunkt offenbar keine solche Anwendung benotigen. Die Idee von mir ware, sich starker auf junge Menschen un Gruppen von Jugendlichen zu konzentrieren, fur ein Publikum zwischen 18 un 35 werben, da es sich dabei um Menschen handelt, die meist freiwillig neue Technologien un Moglichkeiten erproben mochten, um sich selbst etwas leichter zu machen. Am Anfang sollte man nicht versuchen, zu verdienen, sondern die Zeit verstreichen, bis die Kaufer die App beherrschen konnen, und verstehen, ob sie wirklich nutzlich ist. In Zukunft sehe ich gute Moglichkeiten, Kryptowahrung als Zahlungsmittel, einschlieSlich verschiedener Bonussysteme, einzubinden, aber sie muss mit den Unternehmen abgestimmt sein, mit denen Sie zusammenarbeiten mochten. Vielleicht ware die Hauptaufgabe des Starts nicht einmal, die Aufmerksamkeit der Kaufer und die Notwendigkeit der Anwendung zu erregen, sondern es ware ublich, die richtige Interaktion zwischen der Anwendung und den Dienstleistern zu finden, die Resorts, Hotels und so weiter sind. Insgesamt ist die Idee wirklich gut, und ich wurde sie gerne nutzen, wenn ich mich jemals fur eine Skifahrt entscheiden wurde.
"
