,username,group,review,time,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Submitted at
57,151.0,G2,"Zuerst einmal kann ich sagen, dass der Pitch zu dem Geschäftsmodell gut strukturiert ist und dadurch klar ersichtlich ist, was der Sinn des gepitchten Unternehmens sein soll. Allerdings sind in den kurzen 3 Minuten noch einige spezifischere Fragen für mich offen geblieben, was aber natürlich bei einem so kurzen Anriss des Geschäftsmodells nicht zu vermeiden ist. Mit ein bisschen mehr Aufwand könnte dieses vielleicht besser visualisiert werden mit Hilfe von Videosequenzen und Tabellen. 
Beispielsweise wird mir nicht ganz klar, was der Vorteil für Serviceprovider wie zum Beispiel Airbnb ist, die auch jetzt schon keine Probleme haben ihre Zimmer, Ferienwohnungen und sonstiges zu vermieten. Wieso sollten diese den Service unterstützen und einen Teil ihrer Einnahmen abgeben? Für mich wirkt das Produkt in einer gewissen Weise auch wie ein Konkurrenzprodukt für entsprechende Serviceanbieter. Für mich sollte deshalb deutlicher herausgestellt werden, was der Vorteil für die Partner wäre. Dabei geht es mir nicht um kleine Firmen und Veranstalter, sondern um die großen Serviceprovider mit teilweise eigenen Apps und Vertriebswegen. Durch die App wird der Service einer Marke angeboten und durch die eigenen Services wird der Markt überschwemmt.

Andererseits kann ich sagen, dass ich die Grundidee, die mehreren Aspekte eines Urlaubs in den Alpen (Ski- oder Wanderreise beispielsweise) zu kombinieren und es dem Urlauber dadurch einfacher zu machen seine Reise zu planen, gut finde. Ich kann mir vorstellen, dass es dafür eine spezifische Zielgruppe gibt, die froh wäre, wenn sie ihren Urlaub über eine zentrale Stelle planen könnte. Ich würde empfehlen, eine Social-Media Umfrage einzubringen, in dem der Anteil der Personen ermittelt wird, welche daran interessiert sind, eine derartige App zu nutzen. Dadurch kann ermittelt werden, ob diese Zielgruppe überhaupt existiert oder ob die bestehenden Möglichkeiten für Urlauber ausreichend sind und die Entwicklung einer App dadurch unrentabel erscheint. 
Alles in Allem finde ich die Idee und den Pitch interessant, allerdings bin ich mir nicht sicher, ob die Zielgruppe dafür existiert und ob bestehende Quasi-Monopolisten überhaupt Interesse an einer Kooperation hätten, ohne die die ganze App natürlich ihre Daseinsberechtigung verlieren würde.

",1686060481.0,APPROVED,2023-06-06T13:31:40.267000Z,2023-06-06T14:15:59.186000Z,2023-06-08T09:55:10.017000,2023-06-06T14:15:59.681059Z,2659.0,C4FP4UXH,12.0,"English, German",High school diploma/A-levels,24.0,Male,White,Germany,Germany,Germany,German,Yes,Part-Time,
58,108.0,G2,"Beginnend, kann ich feststellen dass der business-model pitch von Alp-Us im großen und ganzen überaus gelungen ist. Zum einen waren in der Struktur alle wichtigen Aspekte der App inbegriffen, zum andren war die präsentation an sich überwiegend ruhig und professionell. Dennoch wird der Pitch im folgenden genauer Analysiert, hinsichtlich der Stärken und Schwächen und möglichen Verbesserungen.
Positiv aufgefallen ist die transparente Darstellung des Geschäftsmodells, die das Konzept trotz der knappen Zeit erfolgreich überbringen konnte. Hinsichtlich des Inhalts fiel mir die Buchung von kombinierbaren Modulen als besonders benutzerfreundlich auf.
Darüber hinaus ist die App als sehr kundenfreundlich anzusehen und passend für potentielle Zielgruppen des beschriebenen Geschäftsmodells. Ebenfalls wird sich die Entscheidung mit Partnerunternehmen zu kooperieren  auszahlen, wie ähnliche erfolgreiche Applikationen bereits zeigen.
Zusammenfassend kann man sagen, dass das Alp-Us Business Konzept an sich enormes potential verbirgt. Einige gute Vorraussetzungen, wie leichte Zugänglichkeit durch die mobile Nutzung und kombinierbare Vorschläge, bilden bereits eine hervorragende Grundlage für ein wachsendes Unternehmen. Jedoch, befinden sich in dem aktuellen Modell auch noch einige Schwachstellen an denen gearbeitet werden sollte für einen erfolgreichen Werdegang.
Zum einen kann hierbei der Punkt angestrebt werden, dass sich Alp-Us eine breitere Basis auf dem Markt schafft. Da der strikte Fokus auf Wintersport das Unternehmenswachstum und das maximale Wachstum enorm deckelt. Hinsichtlich des erläuterten Konzepts sollte es durchaus möglich sein die angesprochene Zielgruppe mit überschaubaren Ressourcen maßgeblich auszuweiten.
Weiterhin, wurden manche wenige Punkte nicht verständlich genug kommuniziert. Beispielsweise ist mir unklar, was der Sprecher mit ""je mehr Teilleistungen gebucht werden, desto mehr Gebühren wird an die Plattform zurückfließen"" im Kontext meinte.
Falls das vorangehende Zitat bedeutet, dass mehr Gebühren anfallen bei größeren Buchungen bzw. ein Kunde mehrere Module bei Alp-Us bucht, dann sollte das Gebührenmodell erheblich angepasst werden. Denn sonst erzielt die Regelung dass Kunden lieber auf Teilleistungen verzichten und diese dann bei Konkurrierenden Anbietern buchen.
Schlussendlich,hinsichtlich der Schwachstellen, würde ich anmerken, dass sich der Kunde noch entscheiden muss auf welche Seite er auch steht, sei es aus Gründen der user requirements.
",1686060522.0,APPROVED,2023-06-06T13:10:32.635000Z,2023-06-06T14:19:28.186000Z,2023-06-08T09:55:13.592000,2023-06-06T14:19:29.121876Z,4136.0,C4FP4UXH,172.0,"English, German",High school diploma/A-levels,21.0,Female,White,Germany,Netherlands,Germany,German,DATA_EXPIRED,DATA_EXPIRED,
59,79.0,G2,"Teilen Sie meine Gedanken zu den Potenzialen, Schwachen un Verbesserungsvorschlagen. 
Starken. Alp-Us hat groses Versprechen mit seiner geplanten benutzerfreundlichen Schnittstelle. Ich stelle mir ein nahtloses Erlebnis vor, bei dem die Nutzer problemlos durch die App navigieren konnen, wodurch der Plannungsprozess eines Skiurlaubs fur Gruppen eine Brise wird. Alp-Us will mit seinen umfassenden Merkmalen wie Unterkunftsbuchungen, Speisespasse und Skifahrten eine zentrale Losung fur alle Bedurfnisse der Gruppenreiseorganisation sein.
Zudem ist die Betonung gruppenbezogener Fahigkeiten durch Alp-Us lobenswert. Die App ermoglicht es Gruppenmitgliedern, zusammenzuarbeiten, Praferenzen auszutauschen und sogar uber Aktivitaten abzustimmen und so die nahtlose Kommunikation und Entscheidungsfindung innerhalb der Gruppe zu fordern. Dieser gemeinsame Ansatz fordert das Zusammenspiel und stellt sicher, dass die Meinungen un Wunsche aller im Planungprozess berucksichtigt werden. 
Schwachen. Alp-Us weist groses Potenzial auf, aber es ist wichtig, die Herausforderungen anzuerkennen, vor denen Alp-Us steht. Verbesserungswurdig ist auch die Zielerfassung der App. Um an ein breiteres Publikum zu appellieren, sollte Alp-Us erwagen, seine Datenbank um eine umfassendere Auswahl beliebter Ski-Resorts zu erweitern. Dies wurde den Nutzern eine breitere Palette von Optionen bei der Planung ihrer Skiferien bieten.
Ein weiterer Aspekt, der von einer Weiterentwicklung profitieren konnte, ist die Personalisierung. Durch masgeschneiderte Empfehlungen auf der Grundlage individueller Praferenzen, Kompetenzniveaus und Ernahrungsbedurfnisse konnte Alp-Us fur jeden Nutzer eine individuellere Erfahrung anbieten. Diese personliche Beruhrung wurde nicht nur die Zufriedenheit der Nutzer erhohen, sondern auch zu einer angenehmeren und masgeschneiderten Reise beitragen.
Verbesserungsvorschlage. Um die Alp-Us App weiter zu starken, ware eine Integration in Skipasanbieter von Vorteil. Alp-Us wurde dadurch, dass es den Nutzern erlaubt, ihre Ski-Passe direkt uber die App zu erwerben un zu verwalten, den Bedarf an physischen Tickets oder separaten Buchungen beseitigen und so die Skifahrerfahrung noch weiter vereinfachen.

",1686060698.0,APPROVED,2023-06-06T13:13:53.121000Z,2023-06-06T14:17:20.359000Z,2023-06-08T09:55:07.132000,2023-06-06T14:17:23.578908Z,3808.0,C4FP4UXH,327.0,"English, Latvian, German, Russian",High school diploma/A-levels,20.0,Male,White,Estonia,Latvia,Latvia,Latvian,Yes,Due to start a new job within the next month,
60,127.0,G2,"Zum Anfang das Positive: Es ist eine gute Idee alle Buchungsfaktoren in einen Anbieter zu vereinen. Dies ermöglicht anscheinend eine leichte Art der Buchung. Vor allem wenn das System der Einladungen gut implementiert ist, sehe ich dort eine große Vereinfachung des Buchungsprozesses. Vor allem für Jugendgruppen und Firmen bietet das eine sehr gute Möglichkeit. Bei genügend Usern ist das Review System außerdem ein sehr willkommenes Feature. Später könnte man dementsprechend noch mehr Features anbieten, wie zum Beispiel die Buchung von weiteren Gruppenaktivitäten, wie zum Beispiel Konzerte oder Museen oder ähnliches.  Außerdem sollte man eventuell Räume für Firmenmeetings oder ähnliches mit Anbieten um hier das Buchen darüber für Firmen attraktiver zu machen.
Nun ein paar negative Faktoren die mir aufgefallen sind: Zum einen ist aus dem System nicht erkennbar wodurch der Service Geld verdient. Ohne dieses ist der Service nicht sustainable. Wenn aber eine Provision verlangt wird, dann könnte das den Service wiederum unattraktiv für private Konsumenten machen. Geld von den anderen Anbietern, wie Hotels und Gastronomie zu verlangen ist auch keine gute Option, da dies die Seite unattraktiv für diese machen könnte. Eine weitere Möglichkeit wäre, dass man die Kundendaten verkauft, was aber Datenschutztechnisch schwierig sein könnte. Allerdings muss dies insgesamt genauer ausformuliert und durchdacht werden. --&gt;hier sollte man den Fokus auf ein paar Kernaspekte setzen und demnach entscheiden.
Am ende kommt es vor allem auf die Vielfalt der Features und die Usability des Produktes an. Nur wenn genug User den Service nutzen ergibt das gesamte Review System Sinn. Gastronomen und Hotels haben keinen wirklichen Grund sich auf der Plattform zu bewerben, wenn keine entsprechende Userbase vorhanden ist. Dafür muss man aber die Plattform insgesamt ins Rollen bringen. Wenn diese einmal läuft und Rentabel für die Betreiber ist, dann sehe ich dort die Möglichkeit für eine gute Website für die Buchung einer Reise.  
",1686061273.0,APPROVED,2023-06-06T13:35:30.670000Z,2023-06-06T14:26:56.836000Z,2023-06-08T09:55:10.207000,2023-06-06T14:26:57.381575Z,3087.0,C4FP4UXH,62.0,"English, German",Undergraduate degree (BA/BSc/other),22.0,Male,White,Germany,Germany,Germany,German,Yes,Part-Time,
61,92.0,G2,"Zu Beginn kann man sagen, dass das Geschäftsmodell des Unternehmens ein realistisches Szenario im Bereich des Wintersports mit guten Gewinnaussichten gefunden hat: Es gibt immer mehr Menschen mit zunehmender Interesse an Wintersport. Die Marke Alp-Ups ist zudem eine Marke, die bewusst mit dem Ziel eingetragen werden sollte, den Wintersport Breiten Leuten zugänglich zu machen. Gute Idee mit einem Wertfluss: Heutzutage gibt es viele Ideen und Software kann man schlecht ohne Firma bauen.
Gut gelungen ist ebenso der Entwurf für die Entwicklung der App: Alle Teilnehmer sowie der Gruppenleiter können im Smartphone die Information rund um die geplante Reise abrufen. Die Zusammenarbeit mit Reisebüros sollte deshalb deshalb ausgebaut werden. Die Zielgruppenerweiterung sollte noch deutlicher beschrieben werden. Dazu gehören: Ausbau der Kooperationskanäle: Kooperation mit Reisebüro und Dienstleistern in den Urlaubsregionen, also in den Bereichen Transport, Skigebiet, Gastronomie sowie der Unterkunft
Ein nicht genau erläuterter Aspekt ist die fehlende Transparenz für einerseits den Kunden und den Dienstleistern. Auch wenn die Grundversorgung nicht für alle Skifahrer gleichermaßen vorhanden ist, würde ich im Interesse der Transparenz durch eine faire Darstellung der Alternativen über die App wünschen. Ebenso sollen alle Dienstleister eine faire Möglichkeit für die Plazierung ihres Angebots erhalten, gerade im Hinblick auf die Möglichkeit der bezahlten Plazierung.
Ebenfalls wurde in der Vorstellung des Geschäftsmodells nicht ausreichend auf die Methoden zur Steigerung der Akzeptanz aufgegriffen. Skifahrern müssen eventuell durch gute Anreize bewegt werden und auf den Mehrwert der App aufmerksam werden. Den Dienstleistern in Skigebieten müssen das Potential der Umssatzsteigerung in dieser App verständlich sein.
Alles in allem ist der Vertrieb gut ausgedacht, im Bereich der Public Relations für die Skifahrer und für die Dienstleistern sollte noch etwas ausgearbeitet werden.
",1686061492.0,APPROVED,2023-06-06T13:39:35.564000Z,2023-06-06T14:30:36.382000Z,2023-06-08T09:55:10.387000,2023-06-06T14:30:37.093463Z,3061.0,C4FP4UXH,404.0,"Chinese, English, German, Cantonese, Mandarin",Undergraduate degree (BA/BSc/other),25.0,Male,Asian,China,DATA_EXPIRED,DATA_EXPIRED,Chinese,Yes,Part-Time,
62,117.0,G2,"Das Geschäftsmodell von Alp-Us bezieht sich auf eine sehr spezifische Target-Group. Dabei ist zu berücksichtigen, dass es sich bei Skiurlauben durchaus um eine breite Sparte in der Tourismusbrache handelt, die entsprechend einen ausreichenden Kreis an potentiellen Usern erreichen könnte. Die Entwickler sollten aber darüber nachdenken, das Modell jedenfalls auf andere Urlaube in den gleichen Gebieten zu erweitern, um den Kreis der Angesprochenen zu vergrößern.
Ein potentielles Problem könnte in der Konzeption der Buchung zu finden sein. Hier bietet die App die Möglichkeit, Buchungen durch den Gruppenleiter vornehmen zu lassen. Dabei stellt sich die Problematik, dass Gruppenmitglieder verpflichtet werden könnten, ohne explizit zugestimmt zu haben. Es müssten jedenfalls Sicherungsmechanismen eingebaut werden, die eine vorherige Zustimmung der Mitglieder in der App anfordern, bevor eine Buchung durchgeführt werden kann. 
Nicht deutlich wurde anhand des Vorstellungsvideos, ob eine Kommunikation innerhalb der App möglich ist. Dies ist ein Feature, welchen jedenfalls sinnvoll erscheint, sollte es bereits vorhanden bzw. angedacht sein, aber auch beworben werden sollte. 
Dem Endkunden sollten die Vorteile der App deutlich vor Augen geführt werden. Die Vereinfachung der gesamten Planung und Buchung ist der Hauptaspekt der App, daher sollte dem Kunden gezeigt werden, dass die gesamte Planung nur über eine Anwendung möglich ist und keine weiteren Plattformen herangezogen werden müssen, auch nicht für die Kommunikation. Dazu sollte es auch möglich sein - hier geht ebenfalls aus dem Video nicht hervor, ob dies bereits möglich bzw. angedacht ist - Angebote mit den anderen Gruppenmitgliedern zu teilen und bspw. Abstimmungen vornehmen zu lassen. 
Letztendlich sollte der Anbieter noch deutlicher herausstellen, was der konkrete Vorteil seiner Anwendung ist, da es eine Fülle von Buchungsplattformen, die auch verschiedene Angebote wie Transport und Unterkünfte bieten, am Markt gibt, mit denen der Anbieter konkurrieren würde. 
Ein Vorteil, der sich bei der Etablierung bietet ist, dass für die Dienstleister kosten erst bei Buchung entstehen. Der Anbieter sollte allerdings noch transparent gestalten, wie Stornierungen etc. erfolgen und sich über die Regelungen zur Pauschalreisen im Klaren sein, die ggf. Haftungsrisiken bergen.
",1686062386.0,APPROVED,2023-06-06T14:01:00.525000Z,2023-06-06T14:44:52.353000Z,2023-06-08T09:55:14.352000,2023-06-06T14:44:53.209503Z,2632.0,C4FP4UXH,161.0,"English, German",Graduate degree (MA/MSc/MPhil/other),25.0,Female,White,Germany,Germany,Germany,German,No,Part-Time,
63,114.0,G2,"Alp-Us ist ein gutes Tool, um seinen Skitrip mit Freunden oder Verwandten zu Planen und zu Organisieren. Die Zeitersparnis des Produktes ist immens im Vergleich zu einer Eigenrecherche des Planers (hier Gruppenleiters). Durch die Registrierung und die gleichzeitige Abnahme der Präferenzen aller Teilnehmer ist gewährleistet, schon bevor die Planung beginnt alle relevanten Punkte gesammelt zu haben. Die Aufteilung in vier Module ergibt aus meiner Sicht auch Sinn. Vielleicht wäre es empfehlenswert, noch ein zusötzliches Modul mit weiteren Aktivitäte, z.b. Wanderrouten in der Nähe oder eine Therme, mit aufzunehmen. Das würde Personen, die weniger Ausdauer und Übung haben als andere in der Gruppe, nicht direkt ausschließen oder zu einem Tag im Hotel zwingen, wenn sie weniger Tage als die anderen Ski fahren möchten. Das Modul der Skigebiete mit den Skipässen sollte auch direkt die Zahlungsfunktionen beinhalten, die man gängigerweise kennt (Kreditkarte, Banküberweisung, Paypal). Auch eine Integration in die Wallets von Iphone und android sollte gegeben sein. Bei den Hotels und der Gastronomie ist es wichtig, dass so viele Lokalitäten wie möglich in allen zur verfügung stehenden Skigebieten teilnehmen und auswählbar sind. Ernüchternd ist es, wenn man ein Skigebiet auswählt, dann aber nur Hotels außerhalb des Budgets oder überhaupt keine mehr verfügbar sind und man dann nochmal neu planen muss. Das zerstört die gewonnene Zeitersparnis. Auch möglich solte eine Verknüpfung mit seinem Airbnb-Konto sein. Bei den Lokalitäten sollte ein ausgewogener Mix an verschiedenen Kulturen verfügbar sein, also deutsche, italienische, weitere Küchen. Auch sollten hier nicht nur Restaurants, sondern auch Bars oder Clubs mit angezeigt werden. bei letzterem wird dann aber vermutlich eher weniger reserviert im Vorfeld.
",1686062844.0,APPROVED,2023-06-06T14:12:26.018000Z,2023-06-06T14:49:39.507000Z,2023-06-08T09:55:10.743000,2023-06-06T14:49:39.924896Z,2234.0,C4FP4UXH,189.0,"English, German",Graduate degree (MA/MSc/MPhil/other),31.0,Male,White,Germany,Germany,Germany,German,No,Full-Time,
64,61.0,G2,"duIch finde die Idee von der App sehr Interessant. Es geht darum ein App das man benutzen kann ein Ski, oder Wintersport Urlaub zu planen, ob mit Familie, Freunde, oder mit Kollegen. Es hat alles dabei - Hinfahrtmöglichkeiten, Unterkunft, Essensmöglichkeiten, und auch Infos Über die Skigebiete. Man kann alles durch den App buchen, und auch Angebote wahrnehmen, und mit die andere Leute auf den Trip teilen. <span class=""inline-suggestion"">diese funktion wollen aber die leute auf deinem trip nicht. daher würde dieses modul besser dazustehen. im grossen und ganzen finde ich das aber sehr gut. 
stärken der lösung beide</span>

Nach meiner Meinung, der App hat viel Vorteile. Alles ist zusammen in einer App, also einfacher zu finden und einfacher zu planen. Da man das auch mit die andere Leute teilen kann, heisst es das alle wissen was man macht, wo man sein soll, und was das kostet. <span class=""inline-suggestion"">die lösung muss sich klar von der heutigen dank motorrad-well-being lösung unterscheiden. sie wurde viel besser beschrieben, als die, als wir angesprochen wurden. diese schwäche gilt es</span>
tIch kann mir momentan nicht so wirklich nach Schwächen ausdenken, aber es kommt drauf an wie gut es funktioniert. Wie gut die Infos sind mit die andere Leute geteilt, und wie schnell die Buchung geht zur Partner-Firma (Restaurants und Hotels). Sind die Angebote besser oder schlechter als wenn man direkt von Partner-Firma oder über Google bucht, zum Beispiel. Von der Ad habe ich so Infos nicht bekommen. <span class=""inline-suggestion"">entweder ich geb sie durch, oder ich konnte es im vorhinein nicht, oder meine inputs kommen auf deine outputs. ich denk, das wär gut</span>
Ein Vorschlag wäre das es nicht nur mit der Zeugin der Schweiz verbindet ist, aber auch mit der Deutsche, Italienische, Französische usw Züge auch verbindet ist. <span class=""inline-suggestion"">zum beispiel auch die sozien aus der zeit der sozien, wie beispielsweisew. tatasca oder der sozien gatsence der reisen händler. vorschläge ich würde die</span>
Sehr coole Idee für ein App! <span class=""inline-suggestion"">man kann viel lernen und man kann mit den apps viele ziele und damit viele kosten erreiche! das ist wirklich</span>

",1686063885.0,APPROVED,2023-06-06T14:34:02.497000Z,2023-06-06T15:08:48.106000Z,2023-06-08T09:55:15.342000,2023-06-06T15:08:49.489532Z,2086.0,C4FP4UXH,303.0,"English, German, French",Graduate degree (MA/MSc/MPhil/other),33.0,Female,White,United Kingdom,Germany,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65,130.0,G2,"Das vorgeschlagene Geschäftsmodell macht einen sehr soliden und durchdachten ersten Eindruck. In dem Geschäftsmodell wird eine App angeboten, die eine Schnittstelle zwischen Endkunden, die einen Skiurlaub buchen wollen, und verschiedenen Dienstleistern die Teilleistungen wie Transport, Hotels etc. anbieten, darstellt. Das Konzept ist modern und das Vergütungsmodell über die Gebühren ist ebenfalls sehr gut gestaltet. Das Flow-Diagramm ist gut gelungen und stellt die wichtigsten Agenten dar. Zu berücksichtigen wäre der Wettbewerb, worauf  in der Präsentation nicht eingegangen wird. Viele ""großen"" Anbieter wir Booking, Lufthansa, Google bieten einen Flow zur Buchung u.a. auch Skiurlaube zusammen mit anderen Leistungen. Hierzu sollte in der Präsentation der Use Case geschärft werden.

Leider wurde es im Video auf technische Details kaum eingegangen. Interessant zu wissen wäre, welche APIs zu welchen Anbietern schon geplant sind und wie sieht es in der Umsetzung aus. Müssen die APIs nur für den externen Serviceanbieter oder auch die APIs selbst erstellt werden? Ist hier der Lieferant ebenfalls die Firma oder übernimmt das Unternehmen noch den API Service? 
Kaum angesprochen wurde das Konzept der Vorschläge: welches KI- bzw. ML-Modell wird hier benutzt? Ist es einen eigene Lösung oder ein Service? Wie wird die Qualität gewährleistet? Wie werden die Daten gesammelt und vorbereitet? Hierzu wäre es hilfreich, einen eigenen Block in der Präsentation zu erstellen.
Etwas besorgniserregend ist das Thema Datenschutz. Wie wird die Sicherheit der Daten in der App garantiert? Laut dem Vorschlag der Firma könnte man nämlich noch spezifizieren, ob es für die Datensicherheit trotzdem ein zu grosses Risiko ist, die Daten der User den Anbietern zu übermitteln.
Als letztes würde ich Ihnen vorschlagen, die zu erwarteten Erträge Geschäftsmodell zu nennen, um ein abgeschlossenes Bild des Use Cases zu vermitteln.

",1686064533.0,APPROVED,2023-06-06T14:37:31.073000Z,2023-06-06T15:21:49.663000Z,2023-06-08T09:55:15.535000,2023-06-06T15:21:50.151533Z,2659.0,C4FP4UXH,53.0,"German, Russian, English",Graduate degree (MA/MSc/MPhil/other),30.0,Female,White,Germany,Germany,Germany,German,No,Full-Time,
66,,G2,"nachdem ich Ihr Geschäftsmodell-Video aufmerksam betrachtet habe, möchte ich Ihnen gerne mein Feedback zu Ihrer innovativen Idee geben. Insgesamt sehe ich ein enormes Potenzial in Ihrem Geschäftsmodell und bin von der Art und Weise, wie Sie ein bestimmtes Problem angehen möchten, beeindruckt. Sie haben eine klare Darstellung des Problems geliefert und überzeugend dargelegt, warum Ihre Lösung einzigartig und wertvoll ist.
Einer der größten Stärken Ihres Geschäftsmodells liegt in der nachhaltigen und diversifizierten Einnahmequellenstruktur. Durch die Kombination mehrerer Einnahmequellen zeigen Sie nicht nur eine gute finanzielle Planung, sondern minimieren auch das Risiko, das mit einer einzigen Einnahmequelle verbunden ist. Dies wird sicherlich das Vertrauen der potenziellen Investoren stärken.
Einer der größten Stärken Ihres Geschäftsmodells liegt in der nachhaltigen und diversifizierten Einnahmequellenstruktur. Durch die Kombination mehrerer Einnahmequellen zeigen Sie nicht nur eine gute finanzielle Planung, sondern minimieren auch das Risiko, das mit einer einzigen Einnahmequelle verbunden ist. Dies wird sicherlich das Vertrauen der potenziellen Investoren stärken.
Um Ihr Geschäftsmodell weiter zu verbessern, sollten Sie sich jedoch stärker auf die Marketing- und Kundengewinnungsstrategie konzentrieren. Während Sie einige Kanäle erwähnt haben, könnte eine detailliertere Analyse und ein planvoller Ansatz zur Akquisition von Kunden Ihnen helfen, eine breitere Kundenbasis aufzubauen und Ihr Wachstum zu beschleunigen.
In Bezug auf die Skalierbarkeit Ihres Geschäftsmodells empfehle ich Ihnen, nach Möglichkeiten zur schnellen und effizienten Expansion zu suchen. Das könnte Partnerschaften mit relevanten Unternehmen oder die Nutzung neuer Märkte beinhalten. Je besser Sie in der Lage sind, Ihr Geschäftsmodell zu skalieren, desto attraktiver wird es für potenzielle Investoren.


Insgesamt bin ich von Ihrem Geschäftsmodell beeindruckt und sehe großes Potenzial für Erfolg. Mit einer stärkeren Fokussierung auf die Marketingstrategie, eine umfassende Bewertung möglicher Hindernisse und eine Betonung der Skalierbarkeit können Sie Ihr Geschäftsmodell weiter verbessern und die Aufmerksamkeit der Investoren gewinnen.

Ich wünsche Ihnen viel Erfolg bei der Weiterentwicklung Ihrer Idee und stehe Ihnen gerne zur Verfügung, um Sie bei diesem Prozess zu unterstützen.
",1686064557.0,APPROVED,2023-06-06T14:09:27.150000Z,2023-06-06T15:21:03.446000Z,2023-06-08T09:55:14.573000,2023-06-06T15:21:04.469618Z,4297.0,C4FP4UXH,410.0,"Portuguese, Spanish, German, French, English",Undergraduate degree (BA/BSc/other),23.0,Female,Mixed,Brazil,Portugal,Brazil,Portuguese,Yes,Full-Time,
67,107.0,G2,"Bei Schwächen war der Ton sehr leise und die Sprache war schnell. Es reizte mich nicht, weiter zuzuhören. Die Lösung schien zu Beginn schwach, da es den Anschein hatte, als würde sie nicht viel zu dem beitragen, was die Leute normalerweise tun. Das Bild am Anfang bewegte sich nicht, daher dachte ich, dass das Video entweder kaputt war oder das Lösungsteam zu faul war. Was das Konzept selbst angeht, mache ich mir Sorgen über die Reaktionsfähigkeit der Menschen, sich überhaupt an der Bewerbung zu beteiligen. Oft werden Fils geplant, weil die Leute sich nicht an die Vorschriften halten. Es könnte schwierig sein, jeden davon zu überzeugen, die Anwendung herunterzuladen und dann eine lange Liste zu beantworten. Was passiert außerdem, wenn die Listeneinstellungen wichtige Themen übersehen? Und was ist, wenn die angebotenen Veranstaltungsorte nicht ausreichen? Werden die verschiedenen Restaurants und Restaurants einen Aufpreis oder den gleichen Betrag oder einen Rabatt verlangen, wenn sie über die Anwendung mit ihnen in Kontakt treten? Erhebt die Anwendung selbst zusätzliche Gebühren für die Unterstützung bei der Organisation der Reise? All diese Fragen tauchen auf, wenn man die angebotene Lösung kritisch analysiert. Der Ton war sehr traurig und direkt, vielleicht ist es ein kulturelles Problem, aber für die Werbung funktioniert es nicht. Ich hätte gerne einen optimistischeren Ton und würde die Aufmerksamkeit auf sich ziehen. Außerdem muss es langsamer sein, damit es von allen verstanden wird. Wir wollen nicht, dass die Leute geistig daran arbeiten, unser Konzept zu verstehen. Andernfalls hören sie nicht mehr zu und gehen einfach. Die verwendeten Grafiken waren nicht ansprechend. Erstens war es am Anfang größtenteils nur ein Bild von jemandem, der Ski fährt. Dann tauchten einige Animationen auf, die keinen großen Sinn ergaben. Dann hatten wir viele Grafiken in milden Farben (Weiß und Grau). das ist nicht attraktiv. Für den Kunden könnte dies wie ein Geschäftsmodell aussehen und viel zu viel Arbeit bedeuten, als er sich für eine einfache Reiseplanung wünscht. Das ist einschüchternd, es sollte etwas lustiger, dynamischer, ansprechender und einfacher und attraktiver sein.
",1686065873.0,APPROVED,2023-06-06T14:29:07.192000Z,2023-06-06T15:41:43.729000Z,2023-06-08T09:55:14.975000,2023-06-06T15:41:44.154801Z,4357.0,C4FP4UXH,156.0,"Arabic, English, French, German",Doctorate degree (PhD/other),27.0,Female,Other,Lebanon,United States,Lebanon,Arabic,No,Full-Time,
68,,G2,,,APPROVED,2023-06-06T12:30:48.356000Z,2023-06-06T13:34:20.701000Z,2023-06-08T09:55:11.126000,2023-06-06T13:34:21.408901Z,3813.0,C4FP4UXH,147.0,"English, German, French, Portuguese, Italian",Undergraduate degree (BA/BSc/other),23.0,Female,Mixed,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time,
69,,G2,,,APPROVED,2023-06-06T12:42:32.958000Z,2023-06-06T13:32:38.480000Z,2023-06-08T09:55:12.101000,2023-06-06T13:32:38.945063Z,3006.0,C4FP4UXH,0.0,"English, German",Undergraduate degree (BA/BSc/other),21.0,Female,White,Germany,Germany,Germany,German,Yes,DATA_EXPIRED,
70,,G2,,,APPROVED,2023-06-06T12:50:21.809000Z,2023-06-06T13:58:28.745000Z,2023-06-08T09:55:12.303000,2023-06-06T13:58:29.761936Z,4087.0,C4FP4UXH,407.0,"German, English, Tamil",High school diploma/A-levels,27.0,Female,Asian,Austria,Austria,Austria,English,Yes,Unemployed (and job seeking),
71,,G2,,,APPROVED,2023-06-06T12:47:08.300000Z,2023-06-06T13:24:53.919000Z,2023-06-08T09:55:12.483000,2023-06-06T13:24:54.827324Z,2266.0,C4FP4UXH,550.0,"Russian, Polish, German, English",Undergraduate degree (BA/BSc/other),50.0,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,
72,,G2,,,APPROVED,2023-06-06T12:48:12.105000Z,2023-06-06T13:35:59.326000Z,2023-06-08T09:55:12.670000,2023-06-06T13:36:01.212766Z,2868.0,C4FP4UXH,22.0,"German, Hungarian",Undergraduate degree (BA/BSc/other),27.0,Female,White,Hungary,Germany,Hungary,Hungarian,No,Full-Time,
